Request_ID,Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
0,0,8,1,[1. 1. 1.],0,1.0,0.9136138170578931,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
1,1,56,1,[1. 1. 1.],0,1.0,0.868090078960772,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,2,76,1,[1. 1. 1.],0,1.0,0.8717550234266617,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
3,3,58,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24797897515447795,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
4,4,52,1,[1. 1. 1.],0,1.0,0.8981146097383229,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
5,5,8,1,[1. 1. 1.],0,1.0,0.8803499183748968,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,6,16,1,[1. 1. 1.],0,1.0,0.8730247515479302,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
7,7,53,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.20913587324269747,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
8,7,70,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2653829795978073,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
9,7,58,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.24797897515447795,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
10,0,4,1,[1. 1. 1.],0,1.0,0.8606999160162772,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
11,1,36,1,[1. 1. 1.],0,1.0,0.8618343949660726,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
12,2,20,1,[1. 1. 1.],0,1.0,0.9031540518158904,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
13,3,17,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.23764372521399507,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
14,4,12,1,[1. 1. 1.],0,1.0,0.8971589083882076,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
15,5,12,1,[1. 1. 1.],0,1.0,0.8660479281168993,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
16,6,48,1,[1. 1. 1.],0,1.0,0.8464260028863271,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
17,7,18,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.26359134875084655,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
18,7,34,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2723792750632277,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
19,7,34,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2723792750632277,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
20,0,44,1,[1. 1. 1.],0,1.0,0.9159633443236127,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
21,1,36,1,[1. 1. 1.],0,1.0,0.8618343949660726,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
22,2,24,1,[1. 1. 1.],0,1.0,0.8580682344134215,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
23,3,14,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.26885668188216094,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
24,4,76,1,[1. 1. 1.],0,1.0,0.8799153438879683,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
25,5,56,1,[1. 1. 1.],0,1.0,0.868090078960772,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
26,6,40,1,[1. 1. 1.],0,1.0,0.862944640630539,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
27,7,9,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.21528911297607298,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
28,7,34,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2723792750632277,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
29,7,53,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.20913587324269747,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
30,0,16,1,[1. 1. 1.],0,1.0,0.9113514693122294,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
31,1,32,1,[1. 1. 1.],0,1.0,0.9022129788528167,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
32,2,8,1,[1. 1. 1.],0,1.0,0.8769426788569579,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
33,3,25,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.1845350457648152,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
34,4,64,1,[1. 1. 1.],0,1.0,0.8793863071491814,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
35,5,70,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,0.26399790277110186,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
36,6,68,1,[1. 1. 1.],0,1.0,0.8872107838640662,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
37,7,37,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.22740128009872274,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
38,7,18,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.26359134875084655,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
39,7,13,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2580221621459044,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
40,0,24,1,[1. 1. 1.],0,1.0,0.9025544717351028,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
41,1,0,1,[1. 1. 1.],0,1.0,0.8490703634227047,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
42,2,76,1,[1. 1. 1.],0,1.0,0.8717550234266617,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
43,3,34,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2723792750632277,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
44,4,20,1,[1. 1. 1.],0,1.0,0.9136063029675469,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
