Request_ID,Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
0,0,16,1,[1. 1. 1.],0,1.0,0.8703363320338378,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
1,1,76,1,[1. 1. 1.],0,1.0,0.8397380456353225,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
2,2,76,1,[1. 1. 1.],0,1.0,0.8397380456353225,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
3,3,54,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30009618461495585,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
4,4,0,1,[1. 1. 1.],0,1.0,0.9061923546887322,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
5,5,56,1,[1. 1. 1.],0,1.0,0.8595540062028665,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,6,72,1,[1. 1. 1.],0,1.0,0.8578765252414613,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
7,7,46,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2939228585295528,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
8,7,54,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30009618461495585,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
9,7,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29441670106804024,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
10,0,4,1,[1. 1. 1.],0,1.0,0.8541225854976826,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
11,1,36,1,[1. 1. 1.],0,1.0,0.8526688314868287,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
12,2,24,1,[1. 1. 1.],0,1.0,0.8946406183026305,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
13,3,6,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29862665909497,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
14,4,8,1,[1. 1. 1.],0,1.0,0.8888178128759379,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
15,5,48,1,[1. 1. 1.],0,1.0,0.8629966126083826,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
16,6,20,1,[1. 1. 1.],0,1.0,0.8679217622699459,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
17,7,43,1,[0.98419684 0.175      0.75      ],0,0.5093393678735747,0.9074682750151606,0,0,"[10.0, 250.0, 40.0]",[],"[0.8, 85.0, 20.0]",[]
18,7,46,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2939228585295528,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
19,7,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29441670106804024,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
20,0,40,1,[1. 1. 1.],0,1.0,0.8740330067967755,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
21,1,28,1,[1. 1. 1.],0,1.0,0.8681734263006209,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
22,2,60,1,[1. 1. 1.],0,1.0,0.8465745964063696,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
23,3,43,1,[0.98419684 0.175      0.75      ],0,0.5093393678735747,0.9074682750151606,0,0,"[10.0, 250.0, 40.0]",[],"[0.8, 85.0, 20.0]",[]
24,4,20,1,[1. 1. 1.],0,1.0,0.8972959798624287,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
25,5,24,1,[1. 1. 1.],0,1.0,0.8946406183026305,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
26,6,12,1,[1. 1. 1.],0,1.0,0.8833665414992348,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
27,7,54,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30009618461495585,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
28,7,46,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2939228585295528,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
29,7,6,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29862665909497,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
30,0,68,1,[1. 1. 1.],0,1.0,0.9163017298528617,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
31,1,8,1,[1. 1. 1.],0,1.0,0.859443595283455,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
32,2,12,1,[1. 1. 1.],0,1.0,0.8833665414992348,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
33,3,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29441670106804024,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
34,4,60,1,[1. 1. 1.],0,1.0,0.8759488139988524,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
35,5,8,1,[1. 1. 1.],0,1.0,0.859443595283455,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
36,6,32,1,[1. 1. 1.],0,1.0,0.8907126828735119,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
37,7,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29441670106804024,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
38,7,6,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29862665909497,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
39,7,54,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30009618461495585,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
40,0,36,1,[1. 1. 1.],0,1.0,0.8820430490793115,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
41,1,72,1,[1. 1. 1.],0,1.0,0.8578765252414613,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
