KPI_Totale,KVI_Totale
65.3702390040958,89.94521532968737
66.3525648378582,89.93384269854849
67.33589524113016,89.9081600889432
67.82655587325658,89.88168865118337
68.31721650538302,89.86999091505416
68.31721650538302,89.86999091505416
68.31721650538302,89.86999091505416
68.80787713750944,89.82478503667639
69.29853776963586,89.81435554061774
69.78919840176228,89.80037840486749
70.28086360339826,89.78750719415322
71.18048885997506,89.71394560375163
71.26620314568935,89.68822273593042
71.75686377781577,89.63980150942439
72.24752440994219,89.61243443230728
72.65347532586388,89.61165282887106
73.23085481321415,89.55308701681705
73.63379202060717,89.54652262125066
73.72051087583102,89.52685247078735
74.12847093077183,89.49166594005361
74.21719892501478,89.47387106407871
74.70484584861254,89.446320077249
75.19550648073897,89.39895495585469
75.19852018926763,89.37912768118679
75.68516254335583,89.3456101873247
76.17783231450137,89.33213819014762
76.17984145352048,89.2901016514256
76.66748837711825,89.24318698391231
76.66949751613735,89.22152315874276
77.15814900924467,89.18744341809843
77.64981421088065,89.12281572965772
78.05576512680234,89.1062208657922
78.13846570398796,89.05080963255834
78.13947027349752,89.05080710153605
78.95137210534091,89.021409609448
79.61446587840545,88.97307055026636
80.10512651053189,88.8240164883433
80.1692268305959,88.31001224711508
80.37056298390422,87.995575844585
80.50177535507102,87.26835013408478
80.62997599519903,86.1412527888861
80.69407631526305,85.56479036410884
80.81926522435232,83.98171626991773
80.88637727545509,83.88705809848874
81.07867823564713,82.1856891619103
81.27097919583917,80.46287438777098
81.39917983596719,79.31433120501146
81.59148079615923,77.59151643087213
81.71968143628726,76.41842363896349
81.78378175635127,75.8334172412645
81.9119823964793,74.64958964303665
82.10127162563258,72.31608372260294
82.20482325747808,70.5756011485128
82.27296318968389,69.99303397787752
82.42177322595263,69.31932578395426
82.48888525640929,69.30067661215618
82.61708591718345,68.10238946639384
