Request_ID,Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
0,0,76,1,[1. 1. 1.],0,1.0,0.864273715657268,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
1,1,1,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,0.17439073530206547,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
2,2,68,1,[1. 1. 1.],0,1.0,0.8691045727401332,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
3,3,18,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.32890141536148926,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
4,4,60,1,[1. 1. 1.],0,1.0,0.9254699279596342,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
5,5,36,1,[1. 1. 1.],0,1.0,0.7674102803352592,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
6,6,68,1,[1. 1. 1.],0,1.0,0.8691045727401332,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
7,7,18,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.32890141536148926,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
8,7,25,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.3327185990836017,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
9,7,13,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29825396359945255,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
10,0,64,1,[1. 1. 1.],0,1.0,0.8812331229181459,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
11,1,36,1,[1. 1. 1.],0,1.0,0.7674102803352592,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
12,2,16,1,[1. 1. 1.],0,1.0,0.8043212686723658,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
13,3,26,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.2999617914512356,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
14,4,8,1,[1. 1. 1.],0,1.0,0.7601009777569684,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
