KPI_Totale,KVI_Totale
84.30521259314776,105.21464756773388
84.30822630167643,105.19093696330152
84.9733292137601,105.165919553849
84.9733292137601,105.165919553849
86.35959682442508,105.1339465597009
87.02168602798008,105.13351035431889
87.5123466601065,105.08690278934868
87.5123466601065,105.08690278934868
88.00300729223294,105.06151499768868
88.49366792435936,105.03612720602868
88.98432855648578,105.01073941436866
88.98432855648578,105.01073941436866
89.47498918861221,104.98535162270868
89.96564982073863,104.95976382451325
89.96564982073863,104.95976382451325
89.96564982073863,104.95976382451325
90.05136410645292,104.92684579712564
90.94697108919036,104.89662922646772
91.12040879521,104.88516461262697
91.52736428087042,104.8616208372318
91.61207399707514,104.81101722398986
92.1668349492656,104.19759490718285
92.45288081877864,103.892521973688
92.51698113884264,103.36043438214872
92.83447100812396,100.13910886297458
93.09253748203818,98.48056681584694
93.15061434002466,96.9976929032041
93.21907292850804,96.91119611325485
93.41438561973884,95.73163405373138
93.54258625986688,94.60141754217882
93.60668657993088,94.04925083073763
93.86308786018692,91.76477335604812
93.92718818025094,91.19057152518936
94.05538882037897,90.04197466242363
94.11948914044298,89.46767623104073
94.247689780571,88.31079725822765
94.31179010063502,87.74468433636795
94.43999074076304,86.594398737058
94.56819138089108,85.44076165351949
94.63229170095508,84.86394311175023
94.76049234108312,83.71395821752773
94.82459266114712,83.13418549714147
94.95279330127516,81.97464005636898
95.01689362133916,81.39286211688628
95.1450942614672,80.22930623792087
95.2091945815312,79.64752829843815
95.33739522165922,78.48397241947278
95.46559586178724,77.31311216187531
