Request_ID,Service_ID,Resource_ID,Assigned,Normalized_KPI,Normalized_KVI,Weighted_Sum_KPI,Weighted_Sum_KVI,Min_KPI,Min_KVI,KPI_Service,KVI_Service,KPI_Resource,KVI_Resource
0,0,64,1,[1. 1. 1.],0,1.0,0.932645652763407,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
1,1,71,1,[0.98244054 0.19512195 1.        ],0,0.5940490840783046,0.8876729355874772,0,0,"[0.5, 100.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
2,2,56,1,[1. 1. 1.],0,1.0,0.9057663388287618,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
3,3,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
4,4,12,1,[1. 1. 1.],0,1.0,0.8669011853269162,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
5,5,6,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,0.3011435761237252,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
6,6,32,1,[1. 1. 1.],0,1.0,0.8552641930781066,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
7,7,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30127360696389804,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
8,7,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
9,7,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
10,0,76,1,[1. 1. 1.],0,1.0,0.884147183813637,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
11,1,8,1,[1. 1. 1.],0,1.0,0.8350645330358818,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
12,2,52,1,[1. 1. 1.],0,1.0,0.8943219823005023,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
13,3,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
14,4,32,1,[1. 1. 1.],0,1.0,0.884050624672941,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
15,5,4,1,[1. 1. 1.],0,1.0,0.865294388126153,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
16,6,0,1,[1. 1. 1.],0,1.0,0.878207262328014,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
17,7,38,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30127360696389804,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
18,7,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
19,7,22,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.3239455999789694,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
20,0,72,1,[1. 1. 1.],0,1.0,0.9177430498316036,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
21,1,8,1,[1. 1. 1.],0,1.0,0.8350645330358818,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
22,2,16,1,[1. 1. 1.],0,1.0,0.8726349054509819,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
23,3,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
24,4,40,1,[1. 1. 1.],0,1.0,0.8764567170326734,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
25,5,28,1,[1. 1. 1.],0,1.0,0.8549442981846828,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
26,6,68,1,[1. 1. 1.],0,1.0,0.8339130527576178,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
27,7,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
28,7,60,1,[1. 1. 1.],0,1.0,0.8354842058706109,0,0,"[10.0, 250.0, 40.0]",[],"[0.01, 250.0, 10.0]",[]
29,7,46,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29820872209065874,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
30,0,4,1,[1. 1. 1.],0,1.0,0.9078442837143416,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
31,1,6,1,[0.99133141 0.31707317 1.        ],0,0.6568028667617194,0.3011435761237252,0,0,"[0.5, 100.0, 20.0]",[],"[0.4, 110.0, 20.0]",[]
32,2,64,1,[1. 1. 1.],0,1.0,0.9107267601644855,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
33,3,22,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.3239455999789694,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
34,4,64,1,[1. 1. 1.],0,1.0,0.932645652763407,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
35,5,4,1,[1. 1. 1.],0,1.0,0.865294388126153,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
36,6,20,1,[1. 1. 1.],0,1.0,0.8419957786513026,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
37,7,46,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29820872209065874,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
38,7,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
39,7,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
40,0,0,1,[1. 1. 1.],0,1.0,0.918955113643618,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
41,1,48,1,[1. 1. 1.],0,1.0,0.8470054050137564,0,0,"[0.5, 100.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
42,2,20,1,[1. 1. 1.],0,1.0,0.8419957786513026,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
43,3,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
44,4,8,1,[1. 1. 1.],0,1.0,0.8686475233736413,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
45,5,71,1,[0.98244054 0.19512195 1.        ],0,0.5940490840783046,0.8876729355874772,0,0,"[0.5, 100.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
46,6,52,1,[1. 1. 1.],0,1.0,0.8943219823005023,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
47,7,66,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.30386497310338895,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
48,7,42,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.29943306422025384,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
49,7,22,1,[0.99219844 0.3        0.75      ],0,0.5734396879375876,0.3239455999789694,0,0,"[10.0, 250.0, 40.0]",[],"[0.4, 110.0, 20.0]",[]
50,0,28,1,[1. 1. 1.],0,1.0,0.9012280501048372,0,0,"[0.002, 70.0, 20.0]",[],"[0.01, 250.0, 10.0]",[]
51,1,71,1,[0.98244054 0.19512195 1.        ],0,0.5940490840783046,0.8876729355874772,0,0,"[0.5, 100.0, 20.0]",[],"[0.8, 85.0, 20.0]",[]
52,2,32,1,[1. 1. 1.],0,1.0,0.8552641930781066,0,0,"[1.0, 100.0, 30.0]",[],"[0.01, 250.0, 10.0]",[]
