KPI_Totale,KVI_Totale
57.56639930758506,79.96842010679292
58.14277422542577,79.96637518005923
58.54772057183791,79.95167702531887
59.038381203964335,79.93903266535726
59.038381203964335,79.93903266535726
59.52904183609076,79.91126995514188
60.01970246821718,79.89917542509023
60.01970246821718,79.89917542509023
60.10541675393147,79.89804664824587
60.5960773860579,79.87422009847353
60.5960773860579,79.87422009847353
60.5960773860579,79.87422009847353
61.00202830197959,79.84593219504758
61.00202830197959,79.84593219504758
61.57739865031075,79.81619077129264
61.98234499672289,79.78305991165055
61.98234499672289,79.78305991165055
62.5587199145636,79.7521866056972
62.5587199145636,79.7521866056972
62.9646708304853,79.72020714907222
63.54004117881645,79.68677417211828
63.54004117881645,79.68677417211828
64.03170638045243,79.61780073851057
64.03371551947154,79.6053188812007
64.52437615159796,79.56039181392299
64.52437615159796,79.56039181392299
64.93032706751966,79.50911104395537
65.0170459227435,79.49196558814944
65.50871112437949,79.47853724041744
65.51172483290816,79.41236583424072
66.49003238863233,79.36584632042876
66.49204152765145,79.30923643983789
66.98270215977787,79.2609691442106
67.47436736141385,79.17583938186877
67.4753719309234,79.15410423827984
67.88132284684511,79.08878085037735
67.88132284684511,79.08878085037735
67.96603256304984,79.07758492201026
68.45669319517626,79.02669658628625
68.45669319517626,79.02669658628625
68.86264411109795,78.919104920191
68.94735382730268,78.8600189964532
68.94835839681224,78.82300114954121
69.35330474322438,78.79763006768826
70.42335400172018,78.60165840713542
70.93373818267604,78.48122090754129
71.32097011927786,78.39510074127688
71.4233942452929,78.24377785110624
71.64020217997572,78.19311199950849
71.93176928722964,78.1541573562347
72.38599653022588,78.10808204430455
72.87967087088097,78.07521182502671
73.36832212592923,78.01602285162734
73.3703315030074,77.94867896608636
73.3703315030074,77.94867896608636
73.47275562902244,77.91430560138953
73.7762824189291,77.75265948297486
73.86099213513383,77.7519327228104
73.86099213513383,77.7519327228104
73.92374591781724,77.29025979635425
73.98919277526186,76.90439297954548
74.29014323511566,76.53668922130618
74.39504140434178,74.94191325110059
74.60961695433271,74.38627803937354
74.68346169233847,74.16835505865907
74.8116623324665,73.19375918741882
74.87576265253051,72.7064612517987
75.00396329265853,71.72701857486645
75.06806361272254,71.23487383355435
75.19626425285057,70.21077540587105
75.3244648929786,69.18667697818773
75.38856521304261,68.6746277643461
75.51676585317064,67.65052933666279
75.58086617323465,67.13848012282114
