KPI_Totale,KVI_Totale
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.55008687391201,80.68298685658203
63.9560377898337,80.6723153371781
64.44669842196012,80.66365886010607
64.53241270767441,80.66091705760968
65.02005963127218,80.64607162997476
65.5107202633986,80.6282914662842
65.99937175650591,80.61840143762709
65.99937175650591,80.61840143762709
66.00138089552502,80.60888290353634
66.00138089552502,80.60888290353634
66.493046097161,80.590201100953
66.49405066667056,80.54780604526388
66.49405066667056,80.54780604526388
66.49405066667056,80.54780604526388
67.47637650043296,80.53448893193539
67.96703713255938,80.50740636349525
67.96703713255938,80.50740636349525
67.96804170206894,80.48256006322806
67.96804170206894,80.48256006322806
68.86465325011707,80.440607993107
69.44102816795778,80.41682385256635
69.44102816795778,80.41682385256635
69.44102816795778,80.41682385256635
69.44102816795778,80.41682385256635
69.44102816795778,80.41682385256635
69.93369793910331,80.40228592255413
69.93570707812242,80.36040513783516
71.31795641074919,80.25744892289205
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.4076889745017,80.2283482171494
71.72692103519955,80.22266763820784
72.79496115467624,80.16915037980802
72.87766173186186,80.14947218015502
73.28260807827401,80.11099621578508
73.3703315030074,80.09456812675177
73.5221532703149,80.00341802114374
73.60686298651964,79.98033284699501
73.7762824189291,79.97074361101627
73.86099213513383,79.92929423490114
74.16463566974883,79.8908025905886
74.23174772085162,79.79089037809527
74.3629600920184,79.11270620541586
74.3629600920184,79.11270620541586
74.42706041208241,78.54950551239722
74.42706041208241,78.54950551239722
74.49116073214643,77.9848342158451
74.55526105221044,77.42016291929296
74.55526105221044,77.42016291929296
74.55526105221044,77.42016291929296
74.61936137227445,76.85549162274083
74.61936137227445,76.85549162274083
74.68346169233847,76.2908203261887
74.74756201240248,75.72614902963656
74.74756201240248,75.72614902963656
74.8116623324665,75.16147773308442
74.8116623324665,75.16147773308442
74.8116623324665,75.16147773308442
74.87576265253051,74.59680643653228
74.87576265253051,74.59680643653228
74.87576265253051,74.59680643653228
74.87576265253051,74.59680643653228
74.87576265253051,74.59680643653228
74.93986297259453,74.03213513998016
75.00396329265853,73.46513547448677
75.00396329265853,73.46513547448677
75.06806361272254,72.8981358089934
75.06806361272254,72.8981358089934
75.06806361272254,72.8981358089934
75.06806361272254,72.8981358089934
75.13216393278655,72.32098959812399
75.13216393278655,72.32098959812399
75.19626425285057,71.74384338725454
75.19626425285057,71.74384338725454
75.19626425285057,71.74384338725454
75.19626425285057,71.74384338725454
75.19626425285057,71.74384338725454
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.26036457291458,71.16669717638513
75.3244648929786,70.58955096551571
75.38856521304261,70.01240475464628
75.45266553310663,69.43525854377685
75.45266553310663,69.43525854377685
75.45266553310663,69.43525854377685
75.45266553310663,69.43525854377685
75.45266553310663,69.43525854377685
75.51676585317064,68.85811233290742
75.51676585317064,68.85811233290742
75.51676585317064,68.85811233290742
75.51676585317064,68.85811233290742
75.51676585317064,68.85811233290742
75.58086617323465,68.28096612203801
75.58086617323465,68.28096612203801
75.64496649329867,67.68860531106021
75.64496649329867,67.68860531106021
75.70906681336267,67.09624450008245
